0, 0.026689,  0.015210,  0.012076,  0.013150,  0.010914,  0.009317,  0.010001,  0.009028,  0.009901,  0.010403,  0.008387,  0.011190,  0.009753,  0.008985,  0.008981,  0.010828,  0.010108,  0.015760,  0.007673,  0.014158,  0.016859,  0.012906,  0.011088,  0.010456,  0.009663,  0.008776,  0.010131,  0.008300,  0.007261,  0.007406,  0.009682,  0.012618, 
1, 0.000117,  0.000100,  0.000113,  0.000089,  0.000080,  0.000065,  0.000058,  0.000060,  0.000064,  0.000064,  0.000085,  0.000084,  0.000076,  0.000072,  0.000070,  0.000074,  0.000078,  0.004001,  0.000084,  0.007974,  0.011978,  0.007966,  0.013830,  0.010781,  0.008960,  0.000079,  0.014213,  0.000078,  0.000095,  0.000084,  0.010493,  0.017332, 
2, 0.055801,  0.032406,  0.024585,  0.026330,  0.021818,  0.018577,  0.020164,  0.020169,  0.022155,  0.021757,  0.019145,  0.022989,  0.023327,  0.020236,  0.018878,  0.025000,  0.020092,  0.021040,  0.018335,  0.024100,  0.020749,  0.024936,  0.020146,  0.025242,  0.027993,  0.017796,  0.022663,  0.015122,  0.015546,  0.015960,  0.024001,  0.024428, 
3, 0.107936,  0.058547,  0.047507,  0.047316,  0.042686,  0.036120,  0.035873,  0.034523,  0.035927,  0.040228,  0.032051,  0.045413,  0.040526,  0.041629,  0.034822,  0.045720,  0.044682,  0.036478,  0.033784,  0.042563,  0.035230,  0.043987,  0.033814,  0.040788,  0.036856,  0.042474,  0.035799,  0.032885,  0.025130,  0.028468,  0.037609,  0.042256, 
4, 0.036324,  0.020496,  0.016556,  0.017126,  0.015619,  0.012620,  0.012996,  0.013283,  0.012754,  0.013347,  0.017725,  0.013438,  0.017770,  0.014615,  0.014065,  0.014269,  0.019394,  0.016903,  0.018700,  0.019889,  0.012944,  0.016847,  0.023305,  0.018654,  0.023117,  0.017092,  0.017942,  0.014501,  0.009875,  0.010332,  0.019850,  0.021294, 
5, 0.078981,  0.044121,  0.034277,  0.036225,  0.030855,  0.025750,  0.025613,  0.026414,  0.026150,  0.028564,  0.032562,  0.027254,  0.027052,  0.025749,  0.024782,  0.030286,  0.036587,  0.030462,  0.026979,  0.038132,  0.027562,  0.031358,  0.030556,  0.032871,  0.024485,  0.031339,  0.031917,  0.021939,  0.020931,  0.020589,  0.036432,  0.033435, 
6, 0.060876,  0.033529,  0.025073,  0.030787,  0.026290,  0.022526,  0.021174,  0.021662,  0.027364,  0.032952,  0.021418,  0.029484,  0.025272,  0.025773,  0.020505,  0.022119,  0.023555,  0.028717,  0.022598,  0.025323,  0.026581,  0.025885,  0.024468,  0.028481,  0.025022,  0.031765,  0.024650,  0.017537,  0.018248,  0.019811,  0.020315,  0.032194, 
7, 0.053784,  0.031583,  0.024805,  0.026618,  0.023690,  0.020429,  0.019368,  0.019713,  0.020604,  0.029067,  0.029473,  0.025966,  0.035218,  0.031371,  0.018321,  0.024104,  0.026031,  0.021344,  0.020489,  0.027607,  0.018263,  0.023599,  0.024496,  0.025780,  0.027064,  0.031511,  0.035354,  0.017382,  0.016299,  0.016219,  0.024905,  0.037261, 
8, 0.128571,  0.092593,  0.091046,  0.106395,  0.094088,  0.073356,  0.077351,  0.076984,  0.075384,  0.086199,  0.046354,  0.062723,  0.061702,  0.055267,  0.043840,  0.064140,  0.079706,  0.064882,  0.059268,  0.083965,  0.046906,  0.049400,  0.051119,  0.059592,  0.071392,  0.056222,  0.049743,  0.044977,  0.041828,  0.039196,  0.063796,  0.062911, 
9, 0.128981,  0.079087,  0.065376,  0.078482,  0.062665,  0.058550,  0.058967,  0.059022,  0.063987,  0.075187,  0.054165,  0.073063,  0.048169,  0.045346,  0.053151,  0.066173,  0.062651,  0.060414,  0.063527,  0.086544,  0.055082,  0.054557,  0.039982,  0.049319,  0.061831,  0.063180,  0.051696,  0.049661,  0.040829,  0.047711,  0.064775,  0.097576, 
10, 0.000130,  0.000113,  0.000093,  0.000088,  0.000078,  0.000073,  0.005105,  0.000064,  0.000084,  0.001758,  0.011953,  0.000080,  0.004086,  0.009798,  0.003976,  0.000079,  0.000083,  0.003642,  0.017172,  0.009512,  0.000650,  0.002249,  0.017891,  0.011804,  0.016450,  0.014966,  0.016939,  0.006601,  0.000084,  0.000079,  0.014383,  0.012187, 
