11, 0.070852,  0.039069,  0.032903,  0.033652,  0.032433,  0.028632,  0.029164,  0.026716,  0.031910,  0.034628,  0.026951,  0.031944,  0.027195,  0.031638,  0.025797,  0.031821,  0.026580,  0.027908,  0.037904,  0.038256,  0.026076,  0.029192,  0.022001,  0.043354,  0.038393,  0.036765,  0.028081,  0.024155,  0.024550,  0.021001,  0.042495,  0.031563, 
12, 0.034145,  0.018634,  0.015578,  0.015858,  0.015125,  0.012986,  0.013312,  0.011913,  0.012589,  0.016461,  0.012765,  0.017817,  0.016273,  0.014312,  0.014898,  0.024074,  0.018509,  0.012984,  0.014934,  0.021164,  0.014459,  0.017104,  0.020640,  0.018045,  0.022224,  0.024634,  0.019899,  0.012308,  0.011209,  0.013617,  0.020501,  0.017876, 
13, 0.000555,  0.000569,  0.000512,  0.000660,  0.000751,  0.000510,  0.000465,  0.000801,  0.000672,  0.000767,  0.000881,  0.000601,  0.000607,  0.000759,  0.000559,  0.000673,  0.010992,  0.003466,  0.009056,  0.006803,  0.004056,  0.005476,  0.009104,  0.012024,  0.008352,  0.012054,  0.015018,  0.000604,  0.000577,  0.000769,  0.006757,  0.011152, 
14, 0.000084,  0.000079,  0.000081,  0.000079,  0.000063,  0.000055,  0.000067,  0.000053,  0.000073,  0.004047,  0.000077,  0.000067,  0.000059,  0.000068,  0.000067,  0.000071,  0.011522,  0.000101,  0.001099,  0.000933,  0.000074,  0.000096,  0.012247,  0.012359,  0.023898,  0.012152,  0.013947,  0.000086,  0.000075,  0.000079,  0.012801,  0.013162, 
15, 0.000086,  0.000071,  0.000081,  0.000067,  0.000064,  0.000054,  0.000052,  0.000054,  0.000057,  0.000062,  0.000074,  0.000069,  0.000072,  0.000069,  0.000062,  0.000069,  0.012986,  0.000138,  0.000075,  0.000076,  0.000100,  0.000073,  0.012537,  0.011208,  0.014558,  0.005521,  0.011898,  0.000086,  0.000100,  0.000080,  0.011268,  0.014512, 
16, 0.000075,  0.000068,  0.000080,  0.000065,  0.000064,  0.000053,  0.000063,  0.000054,  0.000068,  0.000062,  0.000093,  0.000060,  0.000064,  0.000068,  0.000061,  0.000069,  0.009818,  0.000081,  0.000085,  0.000070,  0.000090,  0.000089,  0.016646,  0.016736,  0.014211,  0.010655,  0.012264,  0.000078,  0.000069,  0.000068,  0.011531,  0.011091, 
17, 0.063954,  0.037582,  0.028989,  0.031691,  0.026418,  0.025478,  0.022550,  0.024147,  0.024221,  0.027452,  0.019211,  0.023007,  0.023882,  0.021036,  0.021454,  0.023295,  0.036803,  0.024646,  0.020851,  0.025559,  0.021160,  0.021711,  0.021081,  0.028029,  0.027997,  0.031988,  0.025839,  0.019618,  0.016546,  0.018861,  0.027070,  0.026752, 
18, 0.000131,  0.000094,  0.000084,  0.000087,  0.000075,  0.000069,  0.000072,  0.000059,  0.000073,  0.000072,  0.000087,  0.000069,  0.000421,  0.000070,  0.000082,  0.000571,  0.012349,  0.011277,  0.000087,  0.013332,  0.003119,  0.005253,  0.010683,  0.011993,  0.012275,  0.015988,  0.012218,  0.000081,  0.000087,  0.000083,  0.011644,  0.011961, 
19, 0.016973,  0.009591,  0.007708,  0.009222,  0.007231,  0.006951,  0.005822,  0.007389,  0.008218,  0.007220,  0.006438,  0.010231,  0.008028,  0.007317,  0.006115,  0.010199,  0.012296,  0.013324,  0.009773,  0.010250,  0.008122,  0.011994,  0.012984,  0.011732,  0.013565,  0.010588,  0.013232,  0.007010,  0.006251,  0.008316,  0.015704,  0.013775, 
20, 0.038330,  0.033929,  0.049396,  0.046684,  0.051255,  0.067153,  0.036157,  0.049453,  0.043843,  0.052429,  0.042102,  0.047976,  0.043623,  0.054748,  0.047562,  0.065012,  0.057276,  0.048558,  0.065285,  0.053735,  0.052600,  0.067993,  0.051036,  0.068266,  0.058123,  0.075953,  0.046518,  0.044193,  0.034907,  0.048277,  0.060760,  0.084303, 
21, 0.069936,  0.039405,  0.031380,  0.033712,  0.030845,  0.025274,  0.025838,  0.023967,  0.025725,  0.028725,  0.025139,  0.026977,  0.027786,  0.023909,  0.025127,  0.026785,  0.040224,  0.026906,  0.038703,  0.031636,  0.026562,  0.022557,  0.024523,  0.031995,  0.025213,  0.040170,  0.036624,  0.019070,  0.017525,  0.018120,  0.030018,  0.024928, 
22, 0.470264,  0.243672,  0.198516,  0.218433,  0.186404,  0.157253,  0.155721,  0.173299,  0.186496,  0.198336,  0.156250,  0.218149,  0.191700,  0.163885,  0.179111,  0.221086,  0.212991,  0.211398,  0.191986,  0.223030,  0.171410,  0.169420,  0.229785,  0.163980,  0.228808,  0.177259,  0.199359,  0.132416,  0.137175,  0.154672,  0.230720,  0.265965, 
23, 0.000148,  0.000111,  0.000109,  0.000090,  0.000090,  0.000072,  0.002626,  0.000063,  0.001964,  0.001607,  0.001887,  0.002908,  0.000233,  0.002057,  0.002980,  0.000077,  0.001538,  0.012078,  0.000112,  0.011781,  0.007504,  0.011973,  0.011238,  0.008520,  0.000087,  0.009623,  0.015978,  0.000100,  0.000098,  0.000099,  0.012079,  0.012587, 
24, 0.551743,  0.417530,  0.398130,  0.488964,  0.433828,  0.310906,  0.332529,  0.324476,  0.291938,  0.336583,  0.185502,  0.273336,  0.243092,  0.168037,  0.163959,  0.217826,  0.291663,  0.202586,  0.239871,  0.285821,  0.182638,  0.169369,  0.171415,  0.168302,  0.211027,  0.175999,  0.178509,  0.180677,  0.162754,  0.169279,  0.189033,  0.163066, 
25, 0.000131,  0.000115,  0.000114,  0.000094,  0.000089,  0.000068,  0.003447,  0.000066,  0.000071,  0.003420,  0.002487,  0.002646,  0.000876,  0.003953,  0.000079,  0.000071,  0.000291,  0.008336,  0.000101,  0.003732,  0.010843,  0.010926,  0.009553,  0.011167,  0.010808,  0.017149,  0.011471,  0.000156,  0.000200,  0.000090,  0.011036,  0.010799, 
26, 0.087687,  0.048012,  0.039422,  0.043723,  0.038892,  0.033800,  0.032860,  0.034162,  0.034112,  0.038587,  0.028661,  0.034609,  0.035691,  0.033625,  0.030371,  0.032647,  0.038884,  0.032610,  0.030015,  0.037225,  0.038870,  0.035575,  0.035254,  0.031973,  0.039258,  0.031967,  0.037108,  0.024750,  0.021286,  0.027218,  0.028734,  0.046561, 
27, 0.030658,  0.017277,  0.014195,  0.015378,  0.013932,  0.012353,  0.012525,  0.011525,  0.018846,  0.020824,  0.012929,  0.019102,  0.013697,  0.015810,  0.015236,  0.013509,  0.016309,  0.017765,  0.015211,  0.020210,  0.020070,  0.018740,  0.023156,  0.023986,  0.017234,  0.014776,  0.019033,  0.012125,  0.011223,  0.012104,  0.018843,  0.020869, 
28, 0.576821,  0.396687,  0.371837,  0.451756,  0.397973,  0.298631,  0.308080,  0.304228,  0.273793,  0.331780,  0.190928,  0.232141,  0.225187,  0.172385,  0.185501,  0.235374,  0.291901,  0.218560,  0.222684,  0.276548,  0.195968,  0.172812,  0.157445,  0.168001,  0.213791,  0.205624,  0.185835,  0.198910,  0.166415,  0.165292,  0.181705,  0.163571, 
29, 0.108712,  0.057149,  0.046320,  0.046932,  0.041179,  0.034071,  0.037094,  0.035036,  0.033916,  0.040043,  0.035139,  0.036345,  0.034628,  0.032426,  0.037116,  0.036495,  0.041755,  0.042061,  0.032130,  0.040768,  0.037971,  0.036943,  0.033151,  0.035982,  0.037674,  0.039990,  0.037269,  0.027166,  0.024806,  0.025642,  0.037387,  0.035612, 
