0,0.077014895 
1,0.346444876 
2,0.530658381 
3,0.133552222 
4,0.096781416 
5,0.242905325 
6,0.273035484 
7,0.117417865 
8,0.210195662 
9,0.158184503 
10,0.081265926 
11,0.171384524 
12,0.129783767 
13,0.135589899 
14,0.243923218 
15,0.394301614 
16,0.181994738 
17,0.113470140 
18,0.165721998 
19,0.172701384 
20,0.126435612 
21,0.048852869 
22,0.073274262 
23,0.145166634 
24,0.630171397 
25,0.023679106 
26,0.660622358 
27,0.100226852 
28,0.044808994 
29,0.173919113 
30,0.104926396 
31,0.219170495 
32,0.144159592 
33,0.061525097 
34,0.171836215 
35,0.209314272 
36,0.113141758 
37,0.090889511 
38,0.202773494 
39,0.054356775 
40,0.064136391 
41,0.595345686 
42,0.246999819 
43,0.162273163 
44,0.250286520 
45,0.413264047 
46,0.094094681 
47,0.092030500 
48,0.061153979 
49,0.054513941 
