0,21.453766, 19.445404, 
1, 6.940308,  6.461573, 
2, 0.915011,  0.951961, 
3, 0.802593,  0.836645, 
4,12.744469, 11.518338, 
5, 7.328652,  6.526495, 
6, 2.590229,  2.340450, 
7, 2.313729,  2.079022, 
8, 1.783814,  1.674476, 
9, 9.851458,  8.699958, 
10,14.990253, 13.463872, 
11,16.313076, 14.510970, 
12, 2.443978,  2.274027, 
13,41.504528, 37.070293, 
14,11.826219, 10.556993, 
15,49.341404, 43.783524, 
16,12.118814, 10.764311, 
17, 4.463484,  3.957273, 
18, 7.787971,  6.827661, 
19, 1.094958,  1.105255, 
20, 1.388940,  1.432054, 
21, 9.770626,  8.766097, 
22, 4.362037,  3.752606, 
23, 5.118654,  4.418295, 
24, 7.837243,  7.025244, 
25,15.220569, 13.605783, 
26,26.321020, 23.425461, 
27, 0.999308,  0.961324, 
28, 1.638815,  1.658380, 
29, 1.810439,  1.519278, 
30, 2.345406,  2.135877, 
31, 6.079556,  5.524342, 
32,10.081242,  9.125629, 
33, 7.431443,  6.564302, 
34, 4.052722,  3.740793, 
35,19.497309, 17.117277, 
36, 6.529970,  5.851442, 
37, 6.880541,  6.185472, 
38,26.375364, 23.610714, 
39, 8.484174,  7.574717, 
40,13.761752, 12.198545, 
41, 4.403943,  3.913965, 
42,26.050474, 23.241131, 
43,20.272564, 18.009756, 
44,11.065337,  9.876605, 
45,18.617199, 16.520340, 
46, 9.350823,  8.365936, 
47,23.410347, 20.887556, 
48,12.522514, 11.100125, 
49, 8.699925,  7.818909, 
