0, 0.000054
1, 0.000041
2, 0.003963
3, 0.000329
4, 0.001873
5, 0.000044
6, 0.001504
7, 0.004145
8, 0.004212
9, 0.001103
10, 0.003884
11, 0.000043
12, 0.000045
13, 0.000049
14, 0.006364
15, 0.000043
16, 0.004203
17, 0.004558
18, 0.004274
19, 0.003500
20, 0.000054
21, 0.004017
22, 0.001447
23, 0.001270
24, 0.001770
25, 0.004437
26, 0.001367
27, 0.000047
28, 0.000214
29, 0.000040
30, 0.001877
31, 0.004010
32, 0.002357
33, 0.000053
34, 0.000039
35, 0.000039
36, 0.001485
37, 0.001712
38, 0.001894
39, 0.000687
40, 0.000973
41, 0.004338
42, 0.001043
43, 0.001575
44, 0.000041
45, 0.001596
46, 0.000041
47, 0.000039
48, 0.000039
49, 0.000039
