0, 0.006239,  0.004993,  0.004693, 
1, 0.000046,  0.000039,  0.000039, 
2, 0.011874,  0.009571,  0.008911, 
3, 0.022083,  0.017129,  0.015831, 
4, 0.007825,  0.005989,  0.005488, 
5, 0.016815,  0.012980,  0.011852, 
6, 0.012544,  0.009776,  0.008981, 
7, 0.012136,  0.009429,  0.008710, 
8, 0.033536,  0.030863,  0.030939, 
9, 0.030469,  0.026374,  0.026391, 
10, 0.000052,  0.000052,  0.000054, 
11, 0.015781,  0.012668,  0.011867, 
12, 0.007429,  0.005891,  0.005516, 
13, 0.000191,  0.000192,  0.000192, 
14, 0.000036,  0.000032,  0.000031, 
15, 0.000034,  0.000027,  0.000028, 
16, 0.000035,  0.000028,  0.000031, 
17, 0.014040,  0.010831,  0.009900, 
18, 0.000048,  0.000040,  0.000044, 
19, 0.003720,  0.002963,  0.002747, 
20, 0.015180,  0.015275,  0.015209, 
21, 0.015329,  0.011960,  0.011013, 
22, 0.097011,  0.076056,  0.069894, 
23, 0.000060,  0.000057,  0.000058, 
24, 0.151058,  0.143272,  0.144153, 
25, 0.000063,  0.000054,  0.000051, 
26, 0.019512,  0.015886,  0.015064, 
27, 0.006900,  0.005609,  0.005384, 
28, 0.146295,  0.134917,  0.135259, 
29, 0.023125,  0.017833,  0.016262, 
30, 0.000059,  0.000044,  0.000048, 
31, 0.039330,  0.034388,  0.033954, 
32, 0.020280,  0.016036,  0.015103, 
33, 0.009756,  0.008484,  0.008431, 
34, 0.010212,  0.008125,  0.007602, 
35, 0.000045,  0.000036,  0.000038, 
36, 0.000036,  0.000029,  0.000031, 
37, 0.000034,  0.000028,  0.000028, 
38, 0.000034,  0.000025,  0.000029, 
39, 0.000033,  0.000028,  0.000028, 
40, 0.000035,  0.000027,  0.000030, 
41, 0.031710,  0.023776,  0.021252, 
42, 0.000056,  0.000042,  0.000047, 
43, 0.000038,  0.000031,  0.000032, 
44, 0.016904,  0.013300,  0.012355, 
45, 0.001778,  0.001356,  0.001353, 
46, 0.050376,  0.045888,  0.045943, 
47, 0.005003,  0.003895,  0.003561, 
48, 0.270469,  0.265182,  0.268894, 
49, 0.049689,  0.039441,  0.036922, 
