0, 0.028859,  0.016170,  0.012042,  0.009350,  0.009852,  0.008409,  0.008486,  0.009563,  0.008725,  0.008458,  0.008535,  0.007681,  0.007573,  0.007911,  0.008241,  0.006860,  0.006847,  0.010603,  0.006602,  0.011845,  0.010627,  0.008994,  0.007290,  0.014545,  0.013250,  0.011355,  0.009051,  0.006380,  0.011620,  0.014773,  0.014619,  0.025756, 
1, 0.000107,  0.000136,  0.000234,  0.000191,  0.000176,  0.000211,  0.000205,  0.000162,  0.000154,  0.000170,  0.000174,  0.000193,  0.000198,  0.000193,  0.000166,  0.000178,  0.000213,  0.018143,  0.000183,  0.009865,  0.010214,  0.000175,  0.000184,  0.003997,  0.009444,  0.016176,  0.011413,  0.000226,  0.015111,  0.005566,  0.007985,  0.013200, 
2, 0.059447,  0.032632,  0.024423,  0.020362,  0.020824,  0.018354,  0.017532,  0.019274,  0.016496,  0.017743,  0.017851,  0.016378,  0.015445,  0.016948,  0.014419,  0.013822,  0.016997,  0.018923,  0.016194,  0.020678,  0.023988,  0.014655,  0.013600,  0.019988,  0.020893,  0.027970,  0.022694,  0.015617,  0.021727,  0.023841,  0.030620,  0.018487, 
3, 0.115219,  0.060806,  0.044922,  0.035299,  0.034115,  0.029074,  0.028374,  0.029056,  0.028123,  0.027522,  0.027479,  0.026037,  0.023405,  0.024935,  0.024102,  0.021510,  0.023910,  0.027950,  0.023463,  0.029980,  0.031989,  0.027696,  0.023761,  0.029624,  0.029135,  0.035983,  0.027517,  0.029070,  0.028592,  0.034562,  0.027751,  0.029636, 
4, 0.040166,  0.021400,  0.015735,  0.012224,  0.012255,  0.010227,  0.010377,  0.011262,  0.009390,  0.010367,  0.010066,  0.010922,  0.008561,  0.011769,  0.009409,  0.009507,  0.011086,  0.017403,  0.016908,  0.017846,  0.006981,  0.021236,  0.011842,  0.018353,  0.013736,  0.016857,  0.016042,  0.017092,  0.016873,  0.019981,  0.017627,  0.027533, 
5, 0.085972,  0.047019,  0.033987,  0.026432,  0.025322,  0.022480,  0.021940,  0.022167,  0.021765,  0.021490,  0.021129,  0.020296,  0.019874,  0.020447,  0.027970,  0.018719,  0.018818,  0.030595,  0.025411,  0.028280,  0.017962,  0.026600,  0.024008,  0.026618,  0.027632,  0.027779,  0.025337,  0.022958,  0.032735,  0.029448,  0.024294,  0.023884, 
6, 0.063695,  0.034295,  0.024937,  0.019626,  0.018314,  0.015470,  0.015894,  0.015816,  0.015516,  0.014885,  0.018244,  0.014695,  0.017607,  0.013492,  0.018579,  0.013387,  0.018385,  0.019983,  0.019158,  0.021551,  0.014587,  0.020026,  0.016562,  0.023220,  0.027097,  0.023318,  0.027618,  0.015697,  0.020748,  0.023543,  0.019750,  0.023483, 
7, 0.061133,  0.033307,  0.024564,  0.019023,  0.019394,  0.016212,  0.016436,  0.016990,  0.016832,  0.016184,  0.016894,  0.014462,  0.013186,  0.013890,  0.016265,  0.016656,  0.018448,  0.017946,  0.017504,  0.020143,  0.012468,  0.021056,  0.019916,  0.030128,  0.023993,  0.026093,  0.022867,  0.018124,  0.019892,  0.024142,  0.022317,  0.021533, 
8, 0.147385,  0.103005,  0.107264,  0.083156,  0.067781,  0.064788,  0.064131,  0.068206,  0.069262,  0.067072,  0.067174,  0.052384,  0.053064,  0.052092,  0.046289,  0.050103,  0.049107,  0.044352,  0.037426,  0.046220,  0.040989,  0.074486,  0.058985,  0.063991,  0.059984,  0.061774,  0.077778,  0.051430,  0.048467,  0.074812,  0.073527,  0.050990, 
9, 0.143045,  0.083897,  0.079169,  0.061038,  0.059355,  0.049467,  0.060462,  0.057949,  0.055857,  0.051814,  0.050890,  0.063769,  0.051992,  0.058575,  0.050769,  0.046516,  0.051999,  0.042601,  0.042534,  0.048384,  0.054929,  0.055990,  0.048268,  0.055985,  0.065532,  0.046678,  0.056767,  0.047207,  0.052481,  0.059986,  0.060087,  0.045071, 
