0, 0.000255
1, 0.002779
2, 0.003034
3, 0.004098
4, 0.000030
5, 0.003780
6, 0.009438
7, 0.003857
8, 0.003520
9, 0.001303
10, 0.004313
11, 0.002634
12, 0.003179
13, 0.002631
14, 0.006675
15, 0.006039
16, 0.003611
17, 0.005641
18, 0.000039
19, 0.000024
20, 0.005147
21, 0.000030
22, 0.000024
23, 0.003102
24, 0.006477
25, 0.000028
26, 0.001950
27, 0.000326
28, 0.006446
29, 0.006402
30, 0.003519
31, 0.003220
32, 0.002169
33, 0.000659
34, 0.000028
35, 0.000026
36, 0.002984
37, 0.000027
38, 0.003410
39, 0.005694
40, 0.000036
41, 0.000032
42, 0.002689
43, 0.002753
44, 0.001838
45, 0.001976
46, 0.000025
47, 0.000026
48, 0.000025
49, 0.008413
