0,0.000347189, 0.000323909, 0.000322534, 0.000321048, 
1,0.000001427, 0.000001607, 0.000001481, 0.000001421, 
2,0.000000714, 0.000000828, 0.000000672, 0.000000811, 
3,0.004820592, 0.004906393, 0.004943967, 0.004976298, 
4,0.000001054, 0.000001245, 0.000001073, 0.000001241, 
5,0.004911550, 0.005007678, 0.005046282, 0.005074457, 
6,0.000001081, 0.000001117, 0.000001131, 0.000001254, 
7,0.001016688, 0.001035772, 0.001048590, 0.001060502, 
8,0.000366045, 0.000360118, 0.000371208, 0.000372185, 
9,0.000123729, 0.000123407, 0.000123198, 0.000123423, 
10,0.004854230, 0.004942690, 0.004981497, 0.005010426, 
11,0.004903865, 0.004999149, 0.005033074, 0.005062934, 
12,0.000001078, 0.000001174, 0.000001138, 0.000001268, 
13,0.000119976, 0.000114812, 0.000122528, 0.000123787, 
14,0.000262610, 0.000262513, 0.000269357, 0.000270600, 
15,0.000980861, 0.001089159, 0.001026540, 0.001092429, 
16,0.000001088, 0.000001127, 0.000001094, 0.000001261, 
17,0.000397318, 0.000396470, 0.000397666, 0.000399153, 
18,0.000000836, 0.000000904, 0.000000995, 0.000001200, 
19,0.000742625, 0.000748947, 0.000750824, 0.000754578, 
20,0.000001271, 0.000001425, 0.000001443, 0.000001601, 
21,0.005152759, 0.005251013, 0.005300008, 0.005332102, 
22,0.000099138, 0.000097937, 0.000099947, 0.000100404, 
23,0.000289615, 0.000291216, 0.000291128, 0.000291811, 
24,0.000100633, 0.000101833, 0.000101371, 0.000101295, 
25,0.000449326, 0.000457117, 0.000457410, 0.000457551, 
26,0.000673290, 0.000713161, 0.000725656, 0.000748206, 
27,0.000554864, 0.000526456, 0.000497070, 0.000479867, 
28,0.000000904, 0.000000949, 0.000000933, 0.000001063, 
29,0.000178214, 0.000172142, 0.000169774, 0.000173867, 
30,0.000000867, 0.000000928, 0.000000891, 0.000001049, 
31,0.000165304, 0.000164388, 0.000164315, 0.000166282, 
32,0.000000929, 0.000001040, 0.000000991, 0.000001428, 
33,0.000344805, 0.000341378, 0.000332680, 0.000324939, 
34,0.000000837, 0.000000902, 0.000000875, 0.000001032, 
35,0.000323599, 0.000325922, 0.000324067, 0.000323103, 
36,0.000128997, 0.000128918, 0.000129219, 0.000127654, 
37,0.004799448, 0.004886175, 0.004918353, 0.004947967, 
38,0.000303063, 0.000297818, 0.000298122, 0.000297893, 
39,0.000392202, 0.000387346, 0.000384844, 0.000388797, 
40,0.000442863, 0.000448017, 0.000457811, 0.000452786, 
41,0.000001001, 0.000001127, 0.000001099, 0.000001170, 
42,0.000277919, 0.000261707, 0.000251369, 0.000249961, 
43,0.000046550, 0.000047140, 0.000046804, 0.000048892, 
44,0.003277700, 0.003345745, 0.003370393, 0.003393454, 
45,0.000170519, 0.000170449, 0.000168998, 0.000164039, 
46,0.000224279, 0.000226041, 0.000227264, 0.000229585, 
47,0.000226237, 0.000225104, 0.000226484, 0.000225540, 
48,0.001157738, 0.001183987, 0.001194422, 0.001202319, 
49,0.000176395, 0.000175409, 0.000175998, 0.000177267, 
