0, 0.019900,  0.016264,  0.014672,  0.014710,  0.014911,  0.013526,  0.013124,  0.015348,  0.014710,  0.012930,  0.021169,  0.020855,  0.024351,  0.020449,  0.022789,  0.035084, 
1, 0.000034,  0.000031,  0.000030,  0.000031,  0.000031,  0.000029,  0.000030,  0.000031,  0.000031,  0.000034,  0.000031,  0.000034,  0.000036,  0.000037,  0.000036,  0.000037, 
2, 0.039252,  0.028586,  0.024067,  0.021335,  0.020576,  0.018432,  0.017291,  0.019341,  0.019058,  0.016980,  0.024019,  0.023622,  0.027122,  0.022888,  0.025001,  0.037851, 
3, 0.073510,  0.052415,  0.043952,  0.039286,  0.036863,  0.032941,  0.031164,  0.033525,  0.033287,  0.029550,  0.040414,  0.039108,  0.044500,  0.038291,  0.041404,  0.060761, 
4, 0.024934,  0.019122,  0.017044,  0.014959,  0.014873,  0.013241,  0.012628,  0.014098,  0.013920,  0.012279,  0.018437,  0.017717,  0.021314,  0.017572,  0.019040,  0.029441, 
5, 0.053183,  0.044208,  0.038248,  0.035521,  0.035109,  0.031603,  0.030509,  0.035260,  0.036196,  0.031111,  0.050862,  0.048502,  0.058314,  0.046883,  0.052043,  0.082577, 
6, 0.041445,  0.028900,  0.023757,  0.020926,  0.019809,  0.017349,  0.016412,  0.017635,  0.017372,  0.015435,  0.020857,  0.020594,  0.022943,  0.019788,  0.021707,  0.032364, 
7, 0.038735,  0.031868,  0.028506,  0.026702,  0.026588,  0.023929,  0.022859,  0.027491,  0.028078,  0.023637,  0.042281,  0.040092,  0.048615,  0.037836,  0.042405,  0.070266, 
8, 0.096787,  0.085068,  0.090233,  0.087793,  0.087043,  0.077773,  0.084389,  0.090463,  0.090902,  0.077014,  0.101286,  0.105380,  0.113645,  0.101060,  0.105361,  0.139101, 
9, 0.112167,  0.083078,  0.074565,  0.067541,  0.062565,  0.056598,  0.061169,  0.061371,  0.060859,  0.054389,  0.072194,  0.072176,  0.078077,  0.069777,  0.074491,  0.097685, 
10, 0.000034,  0.000037,  0.000047,  0.000047,  0.000044,  0.000033,  0.000034,  0.000036,  0.000036,  0.000035,  0.000035,  0.000037,  0.000038,  0.000038,  0.000038,  0.000041, 
11, 0.053106,  0.038462,  0.031113,  0.026977,  0.025271,  0.022548,  0.021416,  0.022896,  0.022680,  0.020405,  0.027423,  0.027170,  0.030487,  0.026446,  0.028531,  0.041375, 
12, 0.023962,  0.018505,  0.014889,  0.013544,  0.012698,  0.011615,  0.011154,  0.011930,  0.011720,  0.010469,  0.014560,  0.014298,  0.016298,  0.013985,  0.015189,  0.022191, 
13, 0.000382,  0.000293,  0.000295,  0.000264,  0.000249,  0.000252,  0.000244,  0.000317,  0.000251,  0.000244,  0.000475,  0.000297,  0.000669,  0.000387,  0.000452,  0.000469, 
14, 0.000024,  0.000026,  0.000028,  0.000028,  0.000028,  0.000027,  0.000029,  0.000029,  0.000028,  0.000027,  0.000028,  0.000031,  0.000031,  0.000031,  0.000028,  0.000030, 
15, 0.000023,  0.000025,  0.000027,  0.000026,  0.000026,  0.000023,  0.000026,  0.000026,  0.000026,  0.000024,  0.000023,  0.000027,  0.000027,  0.000028,  0.000027,  0.000027, 
16, 0.000037,  0.000032,  0.000028,  0.000027,  0.000027,  0.000025,  0.000028,  0.000029,  0.000029,  0.000027,  0.000027,  0.000031,  0.000031,  0.000033,  0.000033,  0.000035, 
17, 0.045500,  0.037171,  0.033790,  0.031819,  0.033742,  0.029522,  0.028703,  0.036314,  0.037475,  0.029985,  0.059923,  0.056979,  0.066824,  0.051218,  0.057583,  0.101661, 
18, 0.000038,  0.000035,  0.000035,  0.000033,  0.000033,  0.000030,  0.000033,  0.000036,  0.000034,  0.000031,  0.000049,  0.000036,  0.000036,  0.000036,  0.000036,  0.000037, 
19, 0.012648,  0.009141,  0.007588,  0.006879,  0.006289,  0.005874,  0.005444,  0.005888,  0.005845,  0.005243,  0.007770,  0.007432,  0.009052,  0.007308,  0.008102,  0.012024, 
