0,0.000353250
1,0.000000738
2,0.000000390
3,0.003151808
4,0.000000674
5,0.003243902
6,0.000000667
7,0.000757985
8,0.000363532
9,0.000137549
10,0.003178086
11,0.003224225
12,0.000000678
13,0.000133270
14,0.000259142
15,0.000948961
16,0.000000696
17,0.000404917
18,0.000000911
19,0.000698178
20,0.000000733
21,0.003521382
22,0.000097157
23,0.000301519
24,0.000105672
25,0.000446636
26,0.000680197
27,0.000738696
28,0.000000665
29,0.000194173
30,0.000000651
31,0.000151755
32,0.000000652
33,0.000401280
34,0.000000649
35,0.000362344
36,0.000136277
37,0.003178455
38,0.000329365
39,0.000400044
40,0.000413730
41,0.000000688
42,0.000334701
43,0.000054313
44,0.002193916
45,0.000206033
46,0.000225306
47,0.000239101
48,0.000871179
49,0.000180009
