operation: 0
21, 2.909147, 
22, 2.982242, 
23, 6.458270, 
24,25.364721, 
25, 2.709331, 
26,26.006771, 
27, 5.464144, 
28, 2.818580, 
29, 7.259126, 
operation: 0
0, 8.029251, 
1,10.462690, 
2,15.609900, 
3, 4.785609, 
4, 2.960902, 
5, 7.908339, 
6, 8.192055, 
7, 4.133274, 
8, 6.697208, 
9, 5.570467, 
10, 3.184311, 
11, 5.938521, 
12, 5.224097, 
13, 4.849528, 
14, 7.171302, 
15,11.813732, 
16, 5.951393, 
17, 4.430814, 
18, 5.910676, 
19, 5.501162, 
20, 4.636816, 
21, 2.851612, 
22, 2.878132, 
23, 4.726790, 
24,18.416439, 
25, 2.800294, 
26,18.746122, 
27, 3.089903, 
28, 2.679904, 
29, 5.711476, 
operation: 0
0, 8.422982, 
1, 8.679156, 
2,12.642041, 
3, 4.477878, 
4, 2.927965, 
5, 6.458387, 
6, 6.928455, 
7, 3.154409, 
8, 5.432112, 
9, 5.168919, 
10, 2.912450, 
11, 5.274777, 
12, 3.155950, 
13, 4.370801, 
14, 6.026932, 
15, 9.683697, 
16, 5.420208, 
17, 3.694202, 
18, 5.027093, 
19, 4.626231, 
20, 3.810948, 
21, 2.762393, 
22, 2.904219, 
23, 4.141516, 
24,14.705507, 
25, 2.853193, 
26,15.410132, 
27, 3.055418, 
28, 2.796411, 
29, 4.704949, 
operation: 0
0, 6.686754, 
1, 9.186110, 
2,11.239735, 
3, 3.173242, 
4, 2.949543, 
5, 5.844134, 
6, 6.035820, 
7, 3.080563, 
8, 5.048290, 
9, 3.579391, 
10, 2.959433, 
11, 4.807214, 
12, 3.135092, 
13, 3.204404, 
14, 5.568430, 
15, 8.626564, 
16, 5.120338, 
17, 3.049204, 
18, 4.894355, 
19, 4.295602, 
20, 3.255874, 
21, 2.878204, 
22, 3.390196, 
23, 3.347329, 
24,13.097871, 
25, 2.731690, 
26,13.126326, 
27, 2.970728, 
28, 2.767055, 
29, 4.352539, 
operation: 0
0, 7.989657, 
1,10.704174, 
2,10.722586, 
3, 3.200407, 
4, 3.021065, 
5, 5.861125, 
6, 5.996308, 
7, 3.133466, 
8, 4.888065, 
9, 3.304412, 
10, 2.899501, 
11, 4.716579, 
12, 3.152675, 
13, 3.189573, 
