0,21.217669, 19.272518, 
1, 7.071514,  6.468600, 
2, 0.828756,  0.887807, 
3, 0.816482,  0.817130, 
4,12.512243, 11.305244, 
5, 7.313724,  6.587895, 
6, 2.499990,  2.262026, 
7, 2.269832,  2.100945, 
8, 1.721174,  1.482036, 
9, 9.735366,  8.724320, 
10,14.740170, 13.251095, 
11,16.357489, 14.699175, 
12, 2.325326,  2.182833, 
13,41.426544, 37.091923, 
14,12.038882, 10.819390, 
15,49.282650, 43.828339, 
16,11.939116, 10.475960, 
17, 4.597044,  3.939283, 
18, 7.501065,  6.829776, 
19, 1.109274,  1.102428, 
20, 1.389827,  1.429338, 
21, 9.984956,  8.843816, 
22, 4.471607,  3.836285, 
23, 4.988896,  4.326807, 
24, 7.823054,  7.031479, 
25,15.364520, 13.435075, 
26,26.301142, 23.449173, 
27, 0.988930,  0.994266, 
28, 1.751360,  1.635547, 
29, 1.937973,  1.823154, 
30, 2.626871,  2.298725, 
31, 5.938613,  5.495597, 
32,10.123899,  8.971174, 
33, 7.144682,  6.447874, 
34, 3.733566,  3.434765, 
35,19.440990, 17.122881, 
36, 6.435852,  5.758699, 
37, 6.732722,  6.101591, 
38,26.314236, 23.402178, 
39, 8.380416,  7.466867, 
40,13.793118, 12.386294, 
41, 4.368109,  3.935845, 
42,25.922028, 23.105520, 
43,20.324390, 18.174114, 
44,11.141061,  9.854930, 
45,18.754547, 16.635426, 
46, 9.390198,  8.328079, 
47,23.236710, 20.696804, 
48,12.571035, 11.262804, 
49, 8.813622,  7.891750, 
