0, 0.000310
1, 0.002934
2, 0.003177
3, 0.004309
4, 0.000056
5, 0.003966
6, 0.009978
7, 0.004053
8, 0.003709
9, 0.001384
10, 0.004554
11, 0.002783
12, 0.003340
13, 0.002862
14, 0.006903
15, 0.006202
16, 0.003820
17, 0.005795
18, 0.000074
19, 0.000047
20, 0.005426
21, 0.000054
22, 0.000047
23, 0.003255
24, 0.006655
25, 0.000055
26, 0.002098
27, 0.000380
28, 0.006618
29, 0.006657
30, 0.003677
31, 0.003399
32, 0.002294
33, 0.000724
34, 0.000052
35, 0.000049
36, 0.003162
37, 0.000053
38, 0.003624
39, 0.005859
40, 0.000069
41, 0.000062
42, 0.002843
43, 0.002909
44, 0.001947
45, 0.002108
46, 0.000049
47, 0.000050
48, 0.000049
49, 0.008775
