0, 0.014557,  0.014168,  0.014451,  0.014241, 
1, 0.000063,  0.000074,  0.000068,  0.000063, 
2, 0.000033,  0.000036,  0.000035,  0.000036, 
3, 0.216045,  0.218347,  0.220029,  0.222325, 
4, 0.000053,  0.000055,  0.000054,  0.000055, 
5, 0.220099,  0.222497,  0.224811,  0.226733, 
6, 0.000052,  0.000057,  0.000054,  0.000056, 
7, 0.045677,  0.046159,  0.046754,  0.047285, 
8, 0.015970,  0.016468,  0.016516,  0.016537, 
9, 0.005680,  0.005464,  0.005502,  0.005504, 
10, 0.217444,  0.219748,  0.221837,  0.223998, 
11, 0.219987,  0.222209,  0.224007,  0.226104, 
12, 0.000053,  0.000057,  0.000054,  0.000057, 
13, 0.005473,  0.005431,  0.005400,  0.005439, 
14, 0.011730,  0.011947,  0.012010,  0.012076, 
15, 0.043991,  0.044788,  0.048702,  0.048083, 
16, 0.000054,  0.000055,  0.000053,  0.000056, 
17, 0.017653,  0.017935,  0.017778,  0.017769, 
18, 0.000043,  0.000051,  0.000050,  0.000053, 
19, 0.033265,  0.033323,  0.033283,  0.033856, 
20, 0.000062,  0.000070,  0.000062,  0.000072, 
21, 0.231016,  0.233892,  0.236199,  0.238509, 
22, 0.004334,  0.004432,  0.004404,  0.004466, 
23, 0.012938,  0.012923,  0.012963,  0.013043, 
24, 0.004614,  0.004535,  0.004490,  0.004495, 
25, 0.020412,  0.020246,  0.020292,  0.020399, 
26, 0.029763,  0.029801,  0.032437,  0.032882, 
27, 0.024370,  0.022926,  0.021745,  0.021127, 
28, 0.000045,  0.000048,  0.000046,  0.000048, 
29, 0.007934,  0.007768,  0.007682,  0.007773, 
30, 0.000042,  0.000046,  0.000044,  0.000046, 
31, 0.007087,  0.007275,  0.007370,  0.007392, 
32, 0.000048,  0.000053,  0.000047,  0.000052, 
33, 0.015456,  0.014838,  0.014782,  0.014508, 
34, 0.000043,  0.000046,  0.000044,  0.000047, 
35, 0.014402,  0.014341,  0.014403,  0.014422, 
36, 0.005817,  0.005658,  0.005750,  0.005706, 
37, 0.215285,  0.217399,  0.219097,  0.221186, 
38, 0.013516,  0.013373,  0.013318,  0.013318, 
39, 0.017525,  0.017172,  0.017371,  0.017476, 
40, 0.019589,  0.019717,  0.020306,  0.020334, 
41, 0.000051,  0.000054,  0.000058,  0.000054, 
42, 0.012258,  0.011639,  0.011319,  0.011107, 
43, 0.002116,  0.002075,  0.002100,  0.002157, 
44, 0.146809,  0.148660,  0.150066,  0.151643, 
45, 0.007630,  0.007493,  0.007428,  0.007347, 
46, 0.010023,  0.009986,  0.010190,  0.010272, 
47, 0.010131,  0.009990,  0.010081,  0.010091, 
48, 0.051919,  0.052685,  0.053105,  0.053895, 
49, 0.007878,  0.007865,  0.007835,  0.007917, 
