0, 0.007340,  0.005388,  0.005068, 
1, 0.000366,  0.000337,  0.000351, 
2, 0.012418,  0.009776,  0.009163, 
3, 0.022617,  0.017886,  0.016442, 
4, 0.008305,  0.006560,  0.006041, 
5, 0.017424,  0.013536,  0.012399, 
6, 0.013104,  0.010632,  0.009999, 
7, 0.012601,  0.009936,  0.009166, 
8, 0.034157,  0.031611,  0.031713, 
9, 0.030782,  0.025945,  0.025091, 
10, 0.000360,  0.000357,  0.000354, 
11, 0.016314,  0.013072,  0.012327, 
12, 0.007840,  0.006307,  0.005962, 
13, 0.000473,  0.000467,  0.000476, 
14, 0.000231,  0.000242,  0.000239, 
15, 0.000226,  0.000240,  0.000241, 
16, 0.000243,  0.000230,  0.000229, 
17, 0.014641,  0.011576,  0.010761, 
18, 0.000359,  0.000351,  0.000351, 
19, 0.004095,  0.003406,  0.003120, 
20, 0.015556,  0.015575,  0.015882, 
21, 0.015878,  0.012647,  0.011770, 
22, 0.097087,  0.076196,  0.070750, 
23, 0.000367,  0.000350,  0.000372, 
24, 0.150906,  0.143178,  0.144702, 
25, 0.000347,  0.000322,  0.000346, 
26, 0.019616,  0.015887,  0.015053, 
27, 0.007260,  0.006001,  0.005812, 
28, 0.148063,  0.135882,  0.136631, 
29, 0.023642,  0.018325,  0.016797, 
30, 0.000358,  0.000337,  0.000351, 
31, 0.039581,  0.034850,  0.034203, 
32, 0.020561,  0.018130,  0.017659, 
33, 0.010283,  0.009135,  0.009067, 
34, 0.010722,  0.008597,  0.008139, 
35, 0.000360,  0.000354,  0.000359, 
36, 0.000227,  0.000240,  0.000235, 
37, 0.000235,  0.000232,  0.000241, 
38, 0.000224,  0.000229,  0.000229, 
39, 0.000225,  0.000228,  0.000236, 
40, 0.000223,  0.000229,  0.000237, 
41, 0.032182,  0.024660,  0.022267, 
42, 0.000352,  0.000340,  0.000352, 
43, 0.000229,  0.000229,  0.000234, 
44, 0.017254,  0.013704,  0.012743, 
45, 0.002275,  0.002100,  0.002051, 
46, 0.050692,  0.046363,  0.046354, 
47, 0.005324,  0.004250,  0.004074, 
48, 0.270879,  0.265737,  0.269457, 
49, 0.050043,  0.039640,  0.037180, 
