0, 0.000520
1, 0.003010
2, 0.003209
3, 0.004343
4, 0.000174
5, 0.004056
6, 0.011000
7, 0.004076
8, 0.003909
9, 0.001449
10, 0.005007
11, 0.003102
12, 0.003358
13, 0.003266
14, 0.007196
15, 0.006265
16, 0.004228
17, 0.005897
18, 0.000215
19, 0.000160
20, 0.005615
21, 0.000175
22, 0.000160
23, 0.003336
24, 0.006721
25, 0.000177
26, 0.002309
27, 0.000569
28, 0.006687
29, 0.008048
30, 0.003781
31, 0.003723
32, 0.002375
33, 0.000851
34, 0.000169
35, 0.000163
36, 0.003266
37, 0.000171
38, 0.003986
39, 0.005988
40, 0.000206
41, 0.000191
42, 0.002970
43, 0.002993
44, 0.002255
45, 0.002327
46, 0.000158
47, 0.000166
48, 0.000151
49, 0.009050
