0, 0.024218,  0.017711,  0.014961, 
1, 0.000061,  0.000059,  0.000064, 
2, 0.000032,  0.000032,  0.000032, 
3, 0.214439,  0.210762,  0.213504, 
4, 0.000052,  0.000050,  0.000050, 
5, 0.221142,  0.215446,  0.217765, 
6, 0.000052,  0.000051,  0.000051, 
7, 0.052166,  0.045981,  0.045053, 
8, 0.024477,  0.018362,  0.016221, 
9, 0.009335,  0.006850,  0.005736, 
10, 0.217082,  0.212538,  0.215059, 
11, 0.219525,  0.214621,  0.217111, 
12, 0.000050,  0.000050,  0.000053, 
13, 0.008987,  0.006507,  0.005562, 
14, 0.017731,  0.013388,  0.011914, 
15, 0.054085,  0.041667,  0.043129, 
16, 0.000039,  0.000037,  0.000053, 
17, 0.026954,  0.020134,  0.018083, 
18, 0.000044,  0.000043,  0.000044, 
19, 0.047313,  0.036768,  0.033370, 
20, 0.000056,  0.000058,  0.000060, 
21, 0.239903,  0.226675,  0.228069, 
22, 0.006680,  0.004980,  0.004388, 
23, 0.020375,  0.015090,  0.013326, 
24, 0.007260,  0.005314,  0.004611, 
25, 0.030441,  0.022924,  0.020437, 
26, 0.046505,  0.034624,  0.030521, 
27, 0.050157,  0.034369,  0.026735, 
28, 0.000041,  0.000041,  0.000044, 
29, 0.013073,  0.009467,  0.008032, 
30, 0.000040,  0.000041,  0.000043, 
31, 0.010425,  0.008025,  0.007242, 
32, 0.000043,  0.000040,  0.000043, 
33, 0.027287,  0.019314,  0.016004, 
34, 0.000040,  0.000040,  0.000043, 
35, 0.024361,  0.017659,  0.014867, 
36, 0.009231,  0.006726,  0.005839, 
37, 0.217840,  0.210223,  0.212113, 
38, 0.022339,  0.016287,  0.013909, 
39, 0.028523,  0.021054,  0.018086, 
40, 0.027995,  0.021462,  0.019569, 
41, 0.000041,  0.000041,  0.000038, 
42, 0.022837,  0.016035,  0.012875, 
43, 0.003387,  0.002457,  0.002129, 
44, 0.149925,  0.144265,  0.145294, 
45, 0.016567,  0.009471,  0.008017, 
46, 0.015249,  0.011466,  0.010138, 
47, 0.016230,  0.011962,  0.010365, 
48, 0.059554,  0.052193,  0.051220, 
49, 0.012154,  0.009096,  0.008045, 
