0, 0.004013
1, 0.004752
2, 0.000144
3, 0.002079
4, 0.004754
5, 0.004687
6, 0.000165
7, 0.000423
8, 0.000918
9, 0.000616
10, 0.002277
11, 0.000142
12, 0.001512
13, 0.005417
14, 0.004792
15, 0.004732
16, 0.003075
17, 0.001352
18, 0.004800
19, 0.004461
20, 0.000144
21, 0.000151
22, 0.003903
23, 0.004597
24, 0.000145
25, 0.000140
26, 0.003068
27, 0.003349
28, 0.000143
29, 0.004715
30, 0.000658
31, 0.002280
32, 0.000673
33, 0.002994
34, 0.000152
35, 0.007652
36, 0.002003
37, 0.000701
38, 0.000142
39, 0.000155
40, 0.004497
41, 0.003179
42, 0.005420
43, 0.002269
44, 0.004614
45, 0.000143
46, 0.000296
47, 0.000141
48, 0.006571
49, 0.004886
