0, 0.000159,  0.000116,  0.000161,  0.000139,  0.000147,  0.000128,  0.000146,  0.000127,  0.000153,  0.000145,  0.000134,  0.000134,  0.000149,  0.000150,  0.000134,  0.000141, 
1, 2.965996,  2.959980,  2.950416,  2.940840,  2.961953,  2.946454,  2.939831,  2.955130,  2.962203,  4.030844,  3.994455,  2.987866,  3.003850,  4.066816,  4.096971,  2.974906, 
2, 0.015117,  0.016720,  0.015406,  0.016864,  0.014768,  0.017963,  0.019200,  0.014363,  0.021392,  0.015128,  0.026068,  0.016323,  0.027584,  0.017157,  0.016537,  0.032485, 
3, 0.229500,  0.136464,  0.110402,  0.086961,  0.075618,  0.076368,  0.065423,  0.064297,  0.067723,  0.052363,  0.058788,  0.051828,  0.059400,  0.055697,  0.056662,  0.071813, 
4, 0.000083,  0.000091,  0.000105,  0.000096,  0.000097,  0.000097,  0.000100,  0.000098,  0.000105,  0.000109,  0.000103,  0.000101,  0.000103,  0.000106,  0.000102,  0.000108, 
5, 0.000255,  0.000296,  0.000245,  0.000235,  0.000245,  0.000263,  0.000266,  0.000249,  0.000292,  0.000264,  0.000298,  0.000245,  0.000307,  0.000271,  0.000257,  0.000345, 
6, 0.004735,  0.008853,  0.009203,  0.013177,  0.009593,  0.017441,  0.018864,  0.012074,  0.022828,  0.012146,  0.026583,  0.013964,  0.029169,  0.016037,  0.014317,  0.035717, 
7, 0.076851,  0.053026,  0.047531,  0.043540,  0.038778,  0.038429,  0.036690,  0.032132,  0.037028,  0.030771,  0.037234,  0.030094,  0.038619,  0.032951,  0.031570,  0.043855, 
8, 0.173927,  0.179638,  0.169663,  0.181617,  0.173510,  0.174870,  0.180729,  0.173620,  0.234468,  0.231652,  0.238047,  0.174635,  0.243378,  0.234773,  0.242366,  0.199725, 
9, 3.377374,  3.236279,  3.198617,  3.151804,  3.115244,  3.159510,  3.112029,  4.041264,  4.122173,  4.273413,  4.232472,  3.372982,  4.414390,  4.337051,  4.229022,  3.564449, 
10, 0.395603,  0.409506,  0.409333,  0.405726,  0.408304,  0.407808,  0.411337,  0.543552,  0.541885,  0.536895,  0.524858,  0.409785,  0.539250,  0.536020,  0.537388,  0.427786, 
11, 7.884635,  4.963668,  4.709384,  4.306355,  4.044929,  3.891781,  3.830088,  4.864327,  4.692478,  4.889452,  4.727036,  3.569762,  4.649196,  4.602867,  4.593205,  3.532545, 
12, 0.000595,  0.002524,  0.002905,  0.005438,  0.003905,  0.007306,  0.008764,  0.004122,  0.009320,  0.004650,  0.012132,  0.006724,  0.013157,  0.006946,  0.007400,  0.017609, 
13, 0.000065,  0.000076,  0.000074,  0.000076,  0.000076,  0.000078,  0.000078,  0.000087,  0.000081,  0.000082,  0.000079,  0.000082,  0.000087,  0.000087,  0.000088,  0.000085, 
14, 3.425289,  2.433832,  2.266375,  1.975264,  1.825343,  1.882027,  1.787164,  1.872364,  1.881410,  1.783939,  1.876343,  1.946725,  1.705471,  1.765573,  1.797982,  1.880009, 
15, 0.000101,  0.000109,  0.000112,  0.000108,  0.000113,  0.000110,  0.000116,  0.000125,  0.000117,  0.000125,  0.000120,  0.000120,  0.000128,  0.000123,  0.000122,  0.000127, 
16, 2.962215,  2.938698,  2.961188,  2.978426,  2.940686,  2.965569,  2.994201,  4.052183,  4.055757,  4.007448,  4.006235,  2.997094,  4.024372,  4.059596,  4.036251,  3.008447, 
17, 2.381922,  2.388516,  2.393802,  2.407299,  2.375252,  2.389459,  2.395211,  3.270265,  3.300004,  3.248696,  3.246262,  2.414891,  3.289606,  3.293753,  3.245559,  2.434180, 
18, 0.848509,  0.659620,  0.548166,  0.467122,  0.451600,  0.427595,  0.401120,  0.381454,  0.388911,  0.391212,  0.410695,  0.431366,  0.406727,  0.423277,  0.408679,  0.512720, 
19, 2.968014,  2.971379,  2.940119,  2.988726,  2.957569,  2.995608,  2.992370,  4.061872,  4.050894,  4.004896,  4.010856,  2.994173,  4.069132,  4.093677,  4.032517,  3.044687, 
