0, 0.000478
1, 0.003254
2, 0.003356
3, 0.004318
4, 0.000157
5, 0.004018
6, 0.011009
7, 0.004049
8, 0.003883
9, 0.001425
10, 0.004986
11, 0.003057
12, 0.003321
13, 0.003226
14, 0.007167
15, 0.006245
16, 0.004201
17, 0.005852
18, 0.000206
19, 0.000124
20, 0.005590
21, 0.000153
22, 0.000144
23, 0.003308
24, 0.006722
25, 0.000148
26, 0.002328
27, 0.000552
28, 0.006657
29, 0.007754
30, 0.003755
31, 0.003687
32, 0.002354
33, 0.000831
34, 0.000147
35, 0.000128
36, 0.003240
37, 0.000138
38, 0.003986
39, 0.005969
40, 0.000191
41, 0.000162
42, 0.002970
43, 0.002968
44, 0.002206
45, 0.002291
46, 0.000130
47, 0.000129
48, 0.000130
49, 0.009002
