Entering
-std=gnu9x
-lrt
Leaving
NE,
../../graphs/coPapersDBLP.graph
0.000085267
0.000000632
0.000163433
0.000291490
0.000102107
0.000221154
0.000167791
0.000159554
0.000521794
0.000443105
0.000000848
0.000213005
0.000100202
0.000003113
0.000000474
0.000000477
0.000000464
0.000182678
0.000000616
0.000049557
0.000250432
0.000201558
0.001281093
0.000000981
0.002423815
0.000000881
0.000268908
0.000094475
0.002275426
0.000300448
0.000000711
0.000580094
0.000271302
0.000142955
0.000137198
0.000000578
0.000000486
0.000000468
0.000000434
0.000000457
0.000000450
0.000400209
0.000000685
0.000000513
0.000224421
0.000022799
0.000775210
0.000065638
0.004486149
0.000664847
